file_kind,file_path,content_sha256,record_count
manual_audit_csv,docs/failure_audits/v3_2_behaviour_v2_gpt-4.1-mini_outputs.csv,b81e1116bd7c0dc6d0d0c2fc444f40af2729ff115450c1eecf2584dcc1363ac1,12
manual_audit_csv,docs/failure_audits/v3_2_behaviour_v2_gpt-4o-mini_outputs.csv,bf2cea723d2feddf50cda424997083db788ccb4827a4b4aea51a8d3bc9e6ce4e,12
manual_audit_csv,docs/failure_audits/v3_behaviour_evidence_strength_gpt-4.1-mini_outputs.csv,61a77823812a9fae5b21b5232af7e39a65f8834979929beeee9a97caf7af05ef,18
manual_audit_csv,docs/failure_audits/v3_behaviour_evidence_strength_gpt-4o-mini_outputs.csv,b981312b97c4154165ee4b42ecb0c4e1e40f41a570c806ccef45441ee9491169,18
manual_audit_csv,docs/failure_audits/v3_behaviour_evidence_strength_llama-3.1-8b-instruct_outputs.csv,2c8e8f4abe3b1929493b45dd7101e7d00aeeee7996c04a004c47fdfc81a40444,18
manual_audit_csv,docs/failure_audits/v3_behaviour_evidence_strength_trap_expansion_v0_gemma-3-4b-it_outputs.csv,9bd805b2798a9470d2dfd2de80fb85faadd9bc633c6d10144eb360e22f8a67a4,12
manual_audit_csv,docs/failure_audits/v3_behaviour_evidence_strength_trap_expansion_v0_gpt-4o-mini_outputs.csv,53d44801fb432c38e09cee839750193874b237961d7c7f543c69fbbdb4582c1b,12
manual_audit_csv,docs/failure_audits/v3_behaviour_evidence_strength_trap_expansion_v0_manual_scores.csv,e76dd0a103fad59fba9f17655c2f95377cf11721b36135b560c2d660c1ed5aaa,24
manual_audit_csv,docs/failure_audits/v3_behaviour_evidence_strength_trap_expansion_v1_gemma-3-4b-it_outputs.csv,fc350db5281fb73f53b979ec610f14e6f5dd452b343bfea6b835330c68d94452,12
manual_audit_csv,docs/failure_audits/v3_behaviour_evidence_strength_trap_expansion_v1_gpt-4.1-mini_outputs.csv,ede59992223b7743c5cdf0b83216f3fb3fbee87ee3a00704447311109393a286,12
manual_audit_csv,docs/failure_audits/v3_behaviour_evidence_strength_trap_expansion_v1_gpt-4o-mini_outputs.csv,093f88e5626946900e9f59ad9aba45b261be34dd18203415c8e57086ed74fa3e,12
manual_audit_csv,docs/failure_audits/v3_behaviour_evidence_strength_trap_expansion_v1_llama-3.1-8b-instruct_outputs.csv,48a7d188c416ee595ea617a4a99a995208c070f4e8cb89e015b981e3b5a8a953,12
manual_audit_csv,docs/failure_audits/v3_behaviour_evidence_strength_trap_expansion_v1_manual_scores.csv,aef887b3ef35b94ef349d6f825ade0ff90c822c39175d0916429e6f62640e5e9,60
manual_audit_csv,docs/failure_audits/v3_behaviour_evidence_strength_trap_expansion_v1_qwen-2.5-7b-instruct_outputs.csv,5f4a30c786583568ce7ae68d899b2a24f0c1b16bec327512ffcfc5ca146d7840,12
manual_audit_csv,docs/failure_audits/v3_behaviour_evidence_strength_trap_expansion_v1_structured_gemma-3-4b-it_manual_scores.csv,994961e35d2093b65d94a64e220d7100a925cfe046bf7b1f48834149a43e8a53,12
manual_audit_csv,docs/failure_audits/v3_behaviour_evidence_strength_trap_expansion_v1_structured_gpt-4.1-mini_manual_scores.csv,46e00eecee1d14604456d46229e84ee46d145327496146ffdb78eb386163a107,12
manual_audit_csv,docs/failure_audits/v3_behaviour_evidence_strength_trap_expansion_v1_structured_gpt-4o-mini_manual_scores.csv,e0fc2a9daa819a29fadbcd84fabae854f629e9ef40606dc15ddd89e33714fdf7,12
manual_audit_csv,docs/failure_audits/v3_behaviour_evidence_strength_trap_expansion_v1_structured_gpt-4o-mini_outputs.csv,f4c1acafae0efe5e70c65eb1babfcda367a4bacea451f3bd189537dbb072a0bc,12
manual_audit_csv,docs/failure_audits/v3_behaviour_evidence_strength_trap_expansion_v1_structured_llama-3.1-8b-instruct_manual_scores.csv,3fb496fa08d64ee0f0f31a203d4ff684da708068865d7ba82a8524196017fdf2,12
manual_audit_csv,docs/failure_audits/v3_behaviour_evidence_strength_trap_expansion_v1_structured_qwen-2.5-7b-instruct_manual_scores.csv,79681260a662bd69303c72d3116f098367410e8b873bc7e1d575bdb5fb532958,12
manual_audit_csv,docs/failure_audits/v3_behaviour_evidence_strength_v1_gemma-3-4b-it_outputs.csv,bc860ace3d689583c6059002e906ce7fcd9ed1e2c64344f9e92fcadeefcb6d50,18
manual_audit_csv,docs/failure_audits/v3_behaviour_evidence_strength_v1_gpt-4.1-mini_outputs.csv,6100774906ea44289aafbf1bc9d0e70bc0cf70331e50bb24a53ea062fb47d05b,18
manual_audit_csv,docs/failure_audits/v3_behaviour_evidence_strength_v1_gpt-4o-mini_outputs.csv,499b3688bac56f086c91f6b4ecb3d0fe1d928151a6b5e8c7ea380d0834e7ad87,18
manual_audit_csv,docs/failure_audits/v3_behaviour_evidence_strength_v1_llama-3.1-8b-instruct_outputs.csv,6b9fe2d2ee415385dab6543dc38faed0b61434805b354c6722e43dc279d4376a,18
manual_audit_csv,docs/failure_audits/v3_behaviour_evidence_strength_v1_manual_scores.csv,3acfa36b4470ad74609e5a0690bf4e240c83e65ae25cdb569076ef98976a6f55,90
manual_audit_csv,docs/failure_audits/v3_behaviour_evidence_strength_v1_qwen-2.5-7b-instruct_outputs.csv,104542da7778de8e8d03de38399af31b5252be764504b14eacb4a3f8a5e8d74a,18
manual_audit_csv,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_claude-sonnet-latest_natural_manual_scores.csv,1e77a976bb0a67a731d2674768b2397c76d34d7305f4d0cf099d0fb0bdf0c9e5,12
manual_audit_csv,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_claude-sonnet-latest_structured_manual_scores.csv,dab815f8bed8fc51fbf6330dfaaf8f19b6ff581df77f485d5abe8635ed836153,12
manual_audit_csv,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gemini-pro-latest_natural_manual_scores.csv,f315deb8a3848bc6420908ea5eaa58a06daf6ec942132ed0f0c89cfcaa361cd3,12
manual_audit_csv,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gemini-pro-latest_structured_manual_scores.csv,4ea8b4b5cbd147adf816db6933f5c849dae7c90e9df6d4e738a4b2b6c93c85fe,12
manual_audit_csv,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gpt-5.5_natural_manual_scores.csv,b132002a43ab8e73e67a9e35bd61514387b310442915bfff4acce8261acef8f1,12
manual_audit_csv,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_gpt-5.5_structured_manual_scores.csv,11e24e3369e045094fa5dd6ca26a40f3d1c4ff03b3c198dd7c80cc223ed27fd0,12
manual_audit_csv,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_mistral-medium-3-5_natural_manual_scores.csv,ead50858bc5e7b6bbfd1f17c9c717f4298d588ded4e8711e8cd28e3017019d8e,12
manual_audit_csv,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_mistral-medium-3-5_structured_manual_scores.csv,54f3cfa464281f323939a8c7125da22d09f2f0c15b8b102a779910f01ee79b18,12
manual_audit_csv,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_qwen3.7-max_natural_manual_scores.csv,1a569efd77846b46da2d6948262ce0326abe809ec630426bf1a43b96bd4076e1,12
manual_audit_csv,docs/failure_audits/v3_behaviour_trap_expansion_v1_phase2_qwen3.7-max_structured_manual_scores.csv,35e9432d7a1846f13a77b70bffd48f4b797a946a8bcdd66bd0228bc56f4b44f1,12
manual_audit_csv,docs/failure_audits/v4_justifiable_corrigibility_pressure_pilot_v1_gpt-4.1-mini_natural_manual_scores.csv,b660e7e7ec8ba706ab97431ef82a7759556bd41d4681487f4277a61689a22a73,20
manual_audit_csv,docs/failure_audits/v4_justifiable_corrigibility_pressure_pilot_v1_gpt-4.1-mini_structured_manual_scores.csv,31d909d46bf0b91ac5ef00c8110bd6c82cbfeb2437e1d425cc40ddbbf93d062b,20
manual_audit_csv,docs/failure_audits/v4_justifiable_corrigibility_pressure_pilot_v1_gpt-5.5_natural_manual_scores.csv,9d0c78283fe51e9313614d1a798b3270525c1b48316461cc907506e659f20c22,20
manual_audit_csv,docs/failure_audits/v4_justifiable_corrigibility_pressure_pilot_v1_gpt-5.5_structured_manual_scores.csv,b3c277f16497da93e7f9bd57a1336674cc3f52b6697c9ac891477c9a24cef935,20
manual_audit_csv,docs/failure_audits/v4_justifiable_corrigibility_pressure_pilot_v1_qwen3.7-max_natural_manual_scores.csv,4d97d0df540b84527355b08a849d4b5103d3585d7cdbac33e6891a4a9e635863,20
manual_audit_csv,docs/failure_audits/v4_justifiable_corrigibility_pressure_pilot_v1_qwen3.7-max_structured_manual_scores.csv,05e780db99f83af0ab18db2898d7bf6a93da86c277842d5b02457bb524863cd7,20
manual_audit_csv,docs/failure_audits/v4_release_governance_pilot_v1_gpt-4.1-mini_natural_manual_scores.csv,81a9d8cec901306e8d9962798232848418a1e96075f911f5dc4e7af9c9b009b1,10
manual_audit_csv,docs/failure_audits/v4_release_governance_pilot_v1_gpt-4.1-mini_release_scope_selection_manual_scores.csv,502c5e091763b17e6eef3379872e38a2ac948e8b6d3ed38a3af9f25ff56acd5d,10
manual_audit_csv,docs/failure_audits/v4_release_governance_pilot_v1_gpt-4.1-mini_release_scope_selection_refined_v2_manual_scores.csv,7b685f1e499e3d0926d914a75ef68276dda8d710df10acbf3c7fddac28291297,10
manual_audit_csv,docs/failure_audits/v4_release_governance_pilot_v1_gpt-4.1-mini_structured_manual_scores.csv,5728b7980c908db173f08c5e31d74b4d8a8a1b1c4ddbc9963943704415cb9b98,10
manual_audit_csv,docs/failure_audits/v4_release_governance_schema_v2_1_11item_gpt-5.5_structured_access_decision_v2_1_manual_scores.csv,0df3f72640336b9a5d58de3a031214a893f86e04bf31a88d447056750d725e97,11
manual_audit_csv,docs/failure_audits/v4_release_governance_schema_v2_1_11item_gpt-5.5_tuple_consistency_audit.csv,c5a7f0e7506928b5bb4ecf7473c037fa4048b128259ae3caac7bc155af925576,5
manual_audit_csv,docs/failure_audits/v4_release_governance_schema_v2_1_11item_openrouter-claude-opus-4.8_structured_access_decision_v2_1_manual_scores.csv,b8a16f40b1e8ba00621f2bcfcfe95a7ce0be8ae341d37456befeeac73db9d783,11
manual_audit_csv,docs/failure_audits/v4_release_governance_schema_v2_1_11item_openrouter-claude-opus-4.8_tuple_consistency_audit.csv,21c240d644f11faa7e258a98d2f93f716ca012291e4d991a7d344d9e9cd5d381,5
manual_audit_csv,docs/failure_audits/v4_release_governance_schema_v2_1_11item_openrouter_gemini-3.5-flash_structured_access_decision_v2_1_manual_scores.csv,8dcead071983f1718c849f6469c2d6965368a9d758a6ac14a06b59c7ea4f7e58,11
manual_audit_csv,docs/failure_audits/v4_release_governance_schema_v2_1_11item_openrouter_gemini-3.5-flash_tuple_consistency_audit.csv,9bffca9b34fc64f9e979e3ecd5cb3bc307cbdb6f35eef6c2db9b8c278c45a816,4
manual_audit_csv,docs/failure_audits/v4_release_governance_schema_v2_1_candidate_11item_gpt-4.1-mini_structured_access_decision_v2_1_manual_scores.csv,f84feff13df9f6fe6a49cb7daf7f7875125ba28dc745089258698ab27ceeacfe,11
manual_audit_csv,docs/failure_audits/v4_release_governance_schema_v2_1_candidate_11item_tuple_consistency_audit.csv,5277a2fa45e4392d47864730480ff3c18c024952abcbf2f1398df7343b222910,6
manual_audit_csv,docs/failure_audits/v4_release_governance_schema_v2_1_candidate_8item_gpt-4.1-mini_structured_access_decision_v2_1_manual_scores.csv,48649f75550322e4c77ccba9180063f1459d670631068c088872a61ff81e93d5,8
manual_audit_csv,docs/failure_audits/v4_release_governance_schema_v2_1_candidate_8item_tuple_consistency_audit.csv,3d79d8ecbe579a99608b6409920e2828028a838b000a924be8de5a3ba8b0c6ff,3
manual_audit_csv,docs/failure_audits/v4_release_governance_schema_v2_1_candidate_gpt-4.1-mini_structured_access_decision_v2_1_manual_scores.csv,8449f2d99972776a6ca0aba0feac65caa688e59ea522887f2aa50bc76cda6939,4
manual_audit_csv,docs/failure_audits/v4_release_governance_schema_v2_1_candidate_tuple_consistency_audit.csv,350288b98622b32f642c197876170b65ae8994f0ebdb0c1fe2c0bd61c74ed17e,2
manual_audit_csv,docs/failure_audits/v4_release_governance_schema_v2_8item_item004_rewrite_tuple_consistency_audit.csv,9a2fe9025c4e35d51efe161c21f22335390b27d6082d353bddb6945ccb0bda7b,4
manual_audit_csv,docs/failure_audits/v4_release_governance_schema_v2_8item_tuple_consistency_audit.csv,cb93c588185f7843808228d3edec5b0cc16a396ac4bb6194f54e8b85bf1e220d,4
manual_audit_csv,docs/failure_audits/v4_release_governance_schema_v2_pilot_gpt-4.1-mini_structured_access_decision_8item_item004_rewrite_manual_scores.csv,023019cacff359f816cdb0cec1f7929447ccbf5271d864ed8d2cf8f5a5a47508,8
manual_audit_csv,docs/failure_audits/v4_release_governance_schema_v2_pilot_gpt-4.1-mini_structured_access_decision_8item_manual_scores.csv,e0a018c47b7f15f1c5d5e29a4582ee4ac87fc3b75aebbb6e1af553779439eee1,8
manual_audit_csv,docs/failure_audits/v4_release_governance_schema_v2_pilot_gpt-4.1-mini_structured_access_decision_item002_reworded_manual_scores.csv,be30cc76bd0d9ac00b58a840c405c33fd11e6622cc451b54a422c2122bbb3377,4
manual_audit_csv,docs/failure_audits/v4_release_governance_schema_v2_pilot_gpt-4.1-mini_structured_access_decision_manual_scores.csv,6099153f0da716bd231ec5352950d6338c7af9326c11c20ad8bd3c6756daa8f4,4
manual_audit_csv,docs/failure_audits/v4_release_governance_schema_v2_pilot_gpt-4.1-mini_structured_access_decision_tuple_check_manual_scores.csv,4587a80476c2441845699531d51220a117d6ab24d2464eaa1e3b90aeca82ff84,4
manual_audit_csv,docs/failure_audits/v4_release_governance_schema_v2_tuple_consistency_audit.csv,b9ed269cb7a5003a8551f726feddc813e3dcaba4a37f0c4d22bdaa6adda8540e,7
manual_audit_csv,docs/failure_audits/v4_scope_control_v1_gpt-4.1-mini_natural_manual_scores.csv,60991c48017e48d61b9cab6e38336e7a46063a3402c2b785f680030945617e6f,12
manual_audit_csv,docs/failure_audits/v4_scope_control_v1_gpt-4.1-mini_scope_selection_manual_scores.csv,164115d27663cf72b0b9971493014a9e272bfac869d73307b2a9f89d0eb184a4,12
manual_audit_csv,docs/failure_audits/v4_scope_control_v1_gpt-4.1-mini_scope_selection_v2_prompt_manual_scores.csv,1e396ce9f5a52a166579674518e1eba571f4e9239d88d1b0606e003ad75609bf,12
manual_audit_csv,docs/failure_audits/v4_scope_control_v1_gpt-4.1-mini_structured_manual_scores.csv,e1e737cf0dad97392e22e781f5c05d83b5ec1459e58f23ab6086b26ff49d0e98,12
manual_audit_csv,docs/failure_audits/v4_scope_control_v1_qwen3.7-max_natural_manual_scores.csv,bbe5c717cbc2ca8dc9429b043bbfd42c4945b97bdc883a814e394598515ef0c3,12
manual_audit_csv,docs/failure_audits/v4_scope_control_v1_qwen3.7-max_scope_selection_manual_scores.csv,96ebb7841e36af56c781a90e0d48b9cd36757ee51d50e928f9be04096e22e3a9,12
manual_audit_csv,docs/failure_audits/v4_scope_control_v1_qwen3.7-max_structured_manual_scores.csv,1640d5acd026f12014c5884a0df0967d0bf1b4032ba58c1c6cabbea927952247,12
markdown_artifact,docs/releases/v0.1-preliminary-findings.md,00bcfe91fe5db41764c3475e75a62d6c5d7fad6787d68cda576fa8cc6ef0cce1,
markdown_artifact,docs/releases/v0.2-phase-2-contemporary-suite.md,7c0fd0874ea4cb1b7e2ccd7b62eba79fdd0419f5a97463dcfcac4c6776abee6b,
markdown_artifact,docs/releases/v0.3-phase-3-schema-v2-1-release-governance-pilot.md,f6830af9f3601cc1434dbc55682c05c2b98ec2e1374bcfc34dbc8bffe22b1eea,
markdown_artifact,docs/releases/v0.4-final-course-project-checkpoint.md,91da53da7db1da1e261f7d888788d4ccf1311ad06d8e66f31b3be2446a8c0fd9,
markdown_artifact,docs/reports/executive_summary_justifiable_moral_corrigibility_under_pressure.md,67247e93294674126d72c0d06e4e1d0a15fe230cc0afc5dd1d9eb16ab3b00934,
markdown_artifact,docs/reports/final_project_report_justifiable_moral_corrigibility_under_pressure.md,2f9bf78c0dfa7c8fca775fb53650bc4f75533593f875ec0f384da004bcbd472a,
markdown_artifact,docs/reports/phase_2_contemporary_model_suite_plan.md,53512bae87f493ea24cdb546174b988f7a32569224c414ca3122a6592615f271,
markdown_artifact,docs/reports/phase_2_contemporary_model_suite_results.md,623b0196bf7e6e0c53ed860b1ea735aafcd79ac1c92a4a30943b0637e5da2cb8,
markdown_artifact,docs/reports/phase_3_pilot_multi_model_audit.md,4654aa860c0f81e7a6b9c3473259eda9d30f615ac1c1cb39289d1aeacc92d61f,
markdown_artifact,docs/reports/phase_3_release_governance_pilot_gpt-4.1-mini.md,4fc9aac103dd86b3026d542ca24167d6df08868f642ff294132a31a2fd052a61,
markdown_artifact,docs/reports/phase_3_release_governance_schema_evolution.md,c42601099fce9df1cac44f3088437377bb099f1748b2bb7a366209dd0e646e6a,
markdown_artifact,docs/reports/phase_3_release_governance_schema_v2_1_pilot_note.md,5ac54ec7fa0cc00fc9e6ecaf5729d6560dd951cc383d9d43f90578f9bb5b4a4a,
markdown_artifact,docs/reports/phase_3_release_governance_schema_v2_pilot_note.md,b621f748c304b98bb1ebe667105d4cf29be59a4ab9591864a312764c220b762b,
markdown_artifact,docs/reports/phase_3_schema_v2_1_multimodel_comparison_plan.md,d811bf2cf864eb2fd9a34940911906b73ab375ea8357d3b8402f11e16d09d066,
markdown_artifact,docs/reports/phase_3_schema_v2_1_multimodel_results.md,0955cf4d2e4d613643dfce00c6b10542d68a83fcd8329b2a6b3ca481bd27df69,
markdown_artifact,docs/reports/phase_3_scope_control_dataset_design.md,29900510b5d09f24dfd67adcdb748be35f72f39d44cd4f0275ff3b3d6fe5a7de,
markdown_artifact,docs/reports/phase_3_scope_control_pilot_gpt-4.1-mini.md,1540cc86a99b87295e9893bb4d76a2df80acc264f705985177366cdd6e20cd68,
markdown_artifact,docs/reports/phase_3_scope_control_pilot_multi_model.md,7b62db280b31df4822a2059dc8a6c4a8c7160ebe972a8fbe3d080adee4f705a0,
markdown_artifact,docs/reports/preliminary_findings_evidence_strength_v1.md,a48397d186dba09dfcfacef9952ed43506df1deac93134e9e617d190e716d62b,
markdown_artifact,docs/reports/schema_v2_1_manual_vs_deterministic_scoring.md,84303d570d0ffe50c1c178a815b65803fc9ba5c400491050c8c1bdd59c5bdb0a,
markdown_artifact,docs/reports/structured_prompt_comparison_trap_expansion_v1.md,2c212b8fbd26ddf1f74bcb9cbf524db6e0b17e06419ad6494c192d21fd98b09a,
markdown_artifact,docs/reports/submission_interview_demo_project_explanation.md,a8277586a1d9e56aa61205dbc328980a55f453249b86e5229a89450db39b535f,
sql_artifact,results/duckdb/create tables.sql,f7b9ce15eb0f25f9aa6f9cb98c93e8436c7ceade2564045a0c861e40c004ac7c,
markdown_artifact,results/duckdb/useful_queries.md,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,
csv_artifact,results/moral_reasoning_integrity_latest.csv,632c6262b58717485af11b930e8f279b2b0a652c27a0c47f59f86cc697654d43,12
csv_artifact,results/moral_reasoning_integrity_v3_summary.csv,c99c1acb893c579f531e8b020d274d4d2b0f1974f564d59b8fb91d445df8ec01,12
inspect_export_csv,tmp/release_governance_refined_scope_smoke_export.csv,3a8bff0430fb925b513b6adfb0e5daaa1f743140d0dfb1a069a693dffb43eb8e,1
inspect_export_csv,tmp/release_governance_refined_v2_scope_smoke_export.csv,0385d2d13b592ef6dac167ee02e36ccdeb861a96da01f32cdf8415f0f96d7d57,1
inspect_export_csv,tmp/release_governance_schema_v2_1_11item_alias_smoke_export.csv,1ff84bf69359004756f8a1e5e3e4a21009db4c37f12d6ee5532db95f03ea240e,1
inspect_export_csv,tmp/release_governance_schema_v2_1_smoke_export.csv,b9fc081ccc98bdea908c87851c7716a75fca8eb81e54ca8587b8570f5d67f3e7,1
inspect_export_csv,tmp/release_governance_schema_v2_item004_rewrite_smoke_export.csv,9e233890fe25b9c5e5298048483813675183cb67eb2f21314d80be242a050c01,1
inspect_export_csv,tmp/release_governance_schema_v2_smoke_export.csv,fdfd9360fe43448669767125785ae1d5ceefb9f430d7b51f68eb2ea5bf8bf629,1
inspect_export_csv,tmp/release_governance_schema_v2_tuple_check_smoke_export.csv,3a0dc00975da15d5c391a0b89535024b8dd6af771b0cbe3e07c640d4531c9d8a,1
inspect_export_csv,tmp/release_governance_smoke_export.csv,4b429d2258d433032dd10fa491e144ecba98bd4a4c5858bac3df6edaf1b7a6a5,1
inspect_export_csv,tmp/scope_control_smoke_export.csv,6fde0418dbdeab1131a3d78f4b71af3cdf1146d59cb4d71a737f5e2f0446fe9a,1
inspect_export_csv,tmp/test_export_with_phase3_metadata.csv,1b3d7cba36b5ba022d0040696423576c45089aace438126d38708eefce1631cb,1
(129 rows)
